,R_fighter,B_fighter,R_KD,B_KD,R_SIG_STR_pct,B_SIG_STR_pct,R_TOTAL_STR.,B_TOTAL_STR.,R_TD_pct,B_TD_pct,R_SUB_ATT,B_SUB_ATT,R_PASS,B_PASS,R_REV,B_REV,R_HEAD,B_HEAD,R_BODY,B_BODY,R_LEG,B_LEG,R_CLINCH,B_CLINCH,R_GROUND,B_GROUND,win_by,Format,Referee,date,location,Fight_type,Winner,Red_Fighter_Height,Red_Fighter_Weight,Red_Fighter_Reach,Red_Fighter_Stance,Blue_Fighter_Height,Blue_Fighter_Weight,Blue_Fighter_Reach,Blue_Fighter_Stance,Red_Fighter_Age,Blue_Fighter_Age,Blue_wins,Red_wins,Blue_losses,Red_losses,win_by_,Win_Model,R_fighter_,B_fighter_,Referee_,location_,Fight_type_,Format_,Winner_Code
3857,Wanderlei Silva,Michael Bisping,1,0,0.25,0.23,0.27,0.26,1.0,0.55,1,0,1,1,0,0,0.13,0.17,0.67,0.7,0.67,0.67,0.14,0.3,0.5,0.0,Decision - Unanimous,3 Rnd (5-5-5),Josh Rosenthal,2010-02-20,"Sydney, New South Wales, Australia",Middleweight Bout,Wanderlei Silva,180.34,92.99,187.96,2,185.42,83.91,190.5,2,33,30,8,2,2,5,3,0,1274,1158,93,142,7,13,1224
3858,George Sotiropoulos,Joe Stevenson,0,0,0.22,0.22,0.41,0.27,0.66,0.5,3,2,5,0,1,0,0.22,0.17,0.4,0.0,0.0,0.5,0.5,1.0,1.0,0.0,Decision - Unanimous,3 Rnd (5-5-5),Herb Dean,2010-02-20,"Sydney, New South Wales, Australia",Lightweight Bout,George Sotiropoulos,177.8,70.31,180.34,2,170.18,65.77,177.8,2,32,27,8,4,4,0,3,0,429,808,63,142,6,13,413
3859,Ryan Bader,Keith Jardine,1,0,0.46,0.2,0.62,0.23,0.33,0.0,0,0,2,0,0,0,0.35,0.14,0.71,1.0,1.0,0.5,0.83,0.67,0.71,0.0,KO/TKO,3 Rnd (5-5-5),Josh Rosenthal,2010-02-20,"Sydney, New South Wales, Australia",Light Heavyweight Bout,Ryan Bader,187.96,92.99,187.96,2,187.96,83.91,193.04,2,26,34,6,3,5,0,1,0,1095,949,93,142,5,13,1053
3862,Chris Lytle,Brian Foster,0,0,0.14,0.22,0.14,0.26,0.0,1.0,1,0,0,0,0,0,0.14,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Submission,3 Rnd (5-5-5),Steve Perceval,2010-02-20,"Sydney, New South Wales, Australia",Welterweight Bout,Chris Lytle,180.34,77.11,172.72,2,175.26,77.11,180.34,2,35,25,1,6,1,9,4,0,209,204,166,142,106,13,197
3863,CB Dollaway,Goran Reljic,0,0,0.34,0.4,0.58,0.57,0.71,1.0,1,3,1,1,1,1,0.24,0.23,0.63,0.83,0.33,0.43,0.5,0.17,0.39,0.67,Decision - Unanimous,3 Rnd (5-5-5),John Sharp,2010-02-20,"Sydney, New South Wales, Australia",Middleweight Bout,CB Dollaway,187.96,83.91,193.04,2,190.5,92.99,205.74,4,26,25,1,3,0,2,3,0,166,606,86,142,7,13,153
3864,James Te Huna,Igor Pokrajac,0,2,0.42,0.46,0.68,0.62,0.5,0.5,1,0,3,0,0,0,0.35,0.45,0.67,1.0,1.0,0.0,0.46,0.48,0.39,0.71,KO/TKO,3 Rnd (5-5-5),Steve Perceval,2010-02-20,"Sydney, New South Wales, Australia",Light Heavyweight Bout,James Te Huna,187.96,83.91,190.5,2,182.88,92.99,193.04,2,28,31,0,0,1,0,1,0,519,658,166,142,5,13,503
3865,Randy Couture,Mark Coleman,0,0,0.65,0.47,0.73,0.59,1.0,0.0,1,0,2,0,0,0,0.65,0.44,0.67,0.5,1.0,1.0,0.84,0.33,0.8,0.0,Submission,3 Rnd (5-5-5),Steve Mazzagatti,2010-02-06,"Las Vegas, Nevada, USA",Light Heavyweight Bout,Randy Couture,185.42,92.99,190.5,2,185.42,92.99,190.5,2,46,45,7,14,4,7,4,0,1019,1100,164,73,5,13,981
3866,Chael Sonnen,Nate Marquardt,0,0,0.69,0.45,0.83,0.74,1.0,0.0,0,2,4,1,0,1,0.66,0.37,0.67,0.8,1.0,0.0,0.57,0.33,0.74,0.57,Decision - Unanimous,3 Rnd (5-5-5),Josh Rosenthal,2010-02-06,"Las Vegas, Nevada, USA",Middleweight Bout,Chael Sonnen,185.42,92.99,187.96,4,182.88,83.91,187.96,2,32,30,8,3,2,3,3,0,185,1232,93,73,7,13,172
3867,Paulo Thiago,Mike Swick,1,0,0.36,0.11,0.41,0.27,0.0,1.0,1,0,1,0,0,0,0.25,0.06,0.5,0.0,1.0,0.4,0.0,0.0,0.0,0.0,Submission,3 Rnd (5-5-5),Herb Dean,2010-02-06,"Las Vegas, Nevada, USA",Welterweight Bout,Paulo Thiago,180.34,77.11,185.42,2,185.42,77.11,195.58,2,29,30,9,2,2,1,4,0,988,1198,63,73,106,13,949
3868,Demian Maia,Dan Miller,0,0,0.38,0.21,0.55,0.25,0.57,0.0,0,0,1,0,0,0,0.33,0.09,0.67,0.25,1.0,0.82,0.67,0.4,0.5,0.43,Decision - Unanimous,3 Rnd (5-5-5),Steve Mazzagatti,2010-02-06,"Las Vegas, Nevada, USA",Middleweight Bout,Demian Maia,185.42,77.11,182.88,4,185.42,83.91,187.96,2,32,28,3,5,1,1,3,0,316,370,164,73,7,13,297
3869,Matt Serra,Frank Trigg,1,0,0.33,0.28,0.33,0.29,0.0,0.0,0,0,0,0,0,0,0.28,0.29,0.33,0.0,1.0,0.0,0.0,0.0,1.0,0.0,KO/TKO,3 Rnd (5-5-5),Josh Rosenthal,2010-02-06,"Las Vegas, Nevada, USA",Welterweight Bout,Matt Serra,167.64,77.11,172.72,2,175.26,77.11,180.34,4,35,37,2,6,4,6,1,0,852,564,93,73,106,13,816
3870,Mac Danzig,Justin Buchholz,0,0,0.49,0.23,0.67,0.26,0.5,0.0,0,1,8,0,1,1,0.43,0.2,0.69,0.4,1.0,0.8,0.33,0.41,0.76,0.3,Decision - Unanimous,3 Rnd (5-5-5),Herb Dean,2010-02-06,"Las Vegas, Nevada, USA",Lightweight Bout,Mac Danzig,172.72,70.31,177.8,2,182.88,70.31,185.42,2,30,26,1,2,3,3,3,0,785,912,63,73,6,13,748
3871,Melvin Guillard,Ronys Torres,0,0,0.41,0.12,0.45,0.48,0.0,0.38,0,1,0,5,2,0,0.35,0.13,0.6,0.0,0.83,0.0,0.33,0.2,0.67,0.0,Decision - Unanimous,3 Rnd (5-5-5),Josh Rosenthal,2010-02-06,"Las Vegas, Nevada, USA",Lightweight Bout,Melvin Guillard,175.26,70.31,172.72,2,172.72,70.31,177.04,2,26,23,0,5,0,4,3,0,867,1432,93,73,6,13,830
3872,Rob Emerson,Phillipe Nover,0,0,0.49,0.39,0.56,0.55,0.63,0.0,0,2,1,0,0,1,0.28,0.23,0.89,0.73,0.75,0.67,0.78,1.0,0.61,0.0,Decision - Unanimous,3 Rnd (5-5-5),Herb Dean,2010-02-06,"Las Vegas, Nevada, USA",Lightweight Bout,Rob Emerson,175.26,70.31,177.8,2,175.26,65.77,182.88,2,28,26,0,2,2,3,3,0,1054,1323,63,73,6,13,1016
3873,Phil Davis,Brian Stann,0,0,0.46,0.18,0.62,0.19,0.75,0.0,1,0,15,0,0,0,0.37,0.0,0.81,0.67,0.17,0.6,0.8,1.0,0.6,0.0,Decision - Unanimous,3 Rnd (5-5-5),Steve Mazzagatti,2010-02-06,"Las Vegas, Nevada, USA",Light Heavyweight Bout,Phil Davis,187.96,92.99,200.66,2,185.42,92.99,187.96,2,25,29,2,0,1,0,3,0,1000,212,164,73,5,13,960
3874,Chris Tuchscherer,Tim Hague,0,0,0.37,0.48,0.51,0.59,0.14,1.0,1,1,1,3,0,0,0.25,0.43,1.0,0.67,1.0,1.0,0.58,0.67,0.0,0.77,Decision - Majority,3 Rnd (5-5-5),Josh Rosenthal,2010-02-06,"Las Vegas, Nevada, USA",Heavyweight Bout,Chris Tuchscherer,187.96,117.03,193.04,2,193.04,117.93,193.04,2,34,26,1,0,1,1,7,0,211,1616,93,73,4,13,198
3875,Joey Beltran,Rolles Gracie,0,0,0.44,0.32,0.66,0.38,0.0,0.1,0,0,0,2,0,0,0.45,0.29,0.0,0.75,0.0,0.0,0.33,0.62,0.73,0.5,KO/TKO,3 Rnd (5-5-5),Herb Dean,2010-02-06,"Las Vegas, Nevada, USA",Heavyweight Bout,Joey Beltran,185.42,83.91,190.5,2,193.04,112.94,197.87,2,28,31,0,0,0,0,1,0,595,1421,63,73,4,13,571
3876,Gray Maynard,Nate Diaz,0,0,0.28,0.27,0.34,0.3,0.0,0.0,0,0,0,0,0,0,0.24,0.23,0.73,0.41,0.25,0.8,0.44,0.38,0.0,0.0,Decision - Split,3 Rnd (5-5-5),Mario Yamasaki,2010-01-11,"Fairfax, Virginia, USA",Lightweight Bout,Gray Maynard,175.26,70.31,177.8,2,182.88,77.11,193.04,4,30,24,6,6,2,1,5,0,451,1230,121,51,6,13,435
3877,Evan Dunham,Efrain Escudero,0,1,0.27,0.35,0.44,0.44,0.75,0.0,1,2,4,0,0,1,0.25,0.3,0.6,1.0,0.0,0.75,0.0,0.42,0.57,0.17,Submission,3 Rnd (5-5-5),Dan Miragliotta,2010-01-11,"Fairfax, Virginia, USA",Lightweight Bout,Evan Dunham,177.8,70.31,177.8,4,175.26,70.31,177.8,2,28,23,2,2,0,0,4,0,392,504,31,51,6,13,371
3878,Aaron Simpson,Tom Lawlor,0,0,0.33,0.4,0.5,0.44,0.33,0.16,0,2,3,0,0,0,0.26,0.4,0.6,1.0,0.67,0.0,0.51,0.56,0.6,0.0,Decision - Split,3 Rnd (5-5-5),Kevin Mulhall,2010-01-11,"Fairfax, Virginia, USA",Middleweight Bout,Aaron Simpson,182.88,77.11,185.42,2,182.88,92.99,187.96,4,35,26,2,2,0,0,5,0,3,1635,99,51,7,13,2
3879,Amir Sadollah,Brad Blackburn,0,0,0.53,0.24,0.56,0.37,1.0,0.0,0,0,4,0,0,0,0.38,0.16,0.81,0.41,0.9,0.85,0.48,0.4,0.72,0.0,Decision - Unanimous,3 Rnd (5-5-5),Mario Yamasaki,2010-01-11,"Fairfax, Virginia, USA",Welterweight Bout,Amir Sadollah,177.8,77.11,187.96,2,177.8,77.11,185.42,2,29,32,3,2,0,1,3,0,60,181,121,51,106,13,59
3880,Chris Leben,Jay Silva,0,0,0.6,0.27,0.75,0.43,0.66,0.0,2,0,8,0,0,0,0.57,0.25,1.0,0.67,0.7,0.0,0.78,0.4,0.69,0.0,Decision - Unanimous,3 Rnd (5-5-5),Dan Miragliotta,2010-01-11,"Fairfax, Virginia, USA",Middleweight Bout,Chris Leben,180.34,83.91,187.96,4,187.96,102.06,190.5,4,29,28,0,8,1,5,3,0,208,738,31,51,7,13,196
3881,Rick Story,Jesse Lennox,0,0,0.27,0.17,0.35,0.18,0.66,0.5,1,1,3,2,1,0,0.2,0.12,0.8,0.58,1.0,0.5,0.7,0.5,0.4,0.0,Decision - Split,3 Rnd (5-5-5),Kevin Mulhall,2010-01-11,"Fairfax, Virginia, USA",Welterweight Bout,Rick Story,175.26,77.11,180.34,4,175.26,77.11,182.88,2,25,27,1,1,0,1,5,0,1049,760,99,51,106,13,1011
3883,Rory MacDonald,Mike Guymon,0,0,0.42,0.33,0.68,0.54,0.66,0.0,2,0,1,0,0,0,0.39,0.15,1.0,0.75,0.0,1.0,1.0,0.0,1.0,1.0,Submission,3 Rnd (5-5-5),Dan Miragliotta,2010-01-11,"Fairfax, Virginia, USA",Welterweight Bout,Rory MacDonald,182.88,77.11,193.04,2,182.88,77.11,187.96,2,20,35,0,0,0,0,4,0,1079,1181,31,51,106,13,1040
3884,Rafael Dos Anjos,Kyle Bradley,0,0,0.37,0.39,0.54,0.48,0.62,0.0,2,0,4,0,0,0,0.37,0.12,0.5,0.82,0.4,0.89,1.0,0.67,0.48,0.0,Decision - Unanimous,3 Rnd (5-5-5),Rick McCoy,2010-01-11,"Fairfax, Virginia, USA",Lightweight Bout,Rafael Dos Anjos,172.72,77.11,177.8,4,175.26,70.31,180.34,2,25,27,1,1,2,2,3,0,1009,993,154,51,6,13,971
3885,Gerald Harris,John Salter,0,0,0.25,0.09,0.35,0.3,0.5,0.25,0,0,1,0,1,0,0.25,0.1,0.25,0.0,1.0,0.0,1.0,0.0,0.39,0.0,KO/TKO,3 Rnd (5-5-5),Todd McGovern,2010-01-11,"Fairfax, Virginia, USA",Middleweight Bout,Gerald Harris,180.34,83.91,195.58,4,185.42,83.91,187.96,4,30,24,0,0,0,0,1,0,432,838,174,51,7,13,416
3886,Nick Catone,Jesse Forbes,0,0,0.31,0.2,0.46,0.24,0.22,0.0,0,0,0,0,0,0,0.18,0.13,0.82,0.74,0.89,0.0,0.5,0.55,0.5,0.0,Decision - Split,3 Rnd (5-5-5),Rick McCoy,2010-01-11,"Fairfax, Virginia, USA",Middleweight Bout,Nick Catone,182.88,83.91,182.88,4,187.96,83.91,190.5,4,28,25,0,1,1,2,5,0,935,759,154,51,7,13,901
3887,Rashad Evans,Thiago Silva,0,0,0.18,0.36,0.27,0.55,0.5,0.0,0,0,4,0,0,0,0.17,0.24,1.0,0.71,0.0,0.86,0.56,0.38,1.0,0.0,Decision - Unanimous,3 Rnd (5-5-5),Yves Lavigne,2010-01-02,"Las Vegas, Nevada, USA",Light Heavyweight Bout,Rashad Evans,182.88,92.99,190.5,2,187.96,92.99,187.96,2,30,27,5,8,1,2,3,0,1025,1604,189,73,5,13,987
3888,Paul Daley,Dustin Hazelett,1,0,0.4,0.36,0.4,0.36,0.0,0.0,0,0,0,0,0,0,0.36,0.25,0.0,0.43,0.44,0.0,0.0,0.0,1.0,0.0,KO/TKO,3 Rnd (5-5-5),Herb Dean,2010-01-02,"Las Vegas, Nevada, USA",Welterweight Bout,Paul Daley,175.26,77.11,193.04,2,185.42,77.11,193.04,2,26,23,5,1,2,0,1,0,980,479,63,73,106,13,941
3889,Sam Stout,Joe Lauzon,0,0,0.35,0.32,0.39,0.37,0.0,0.25,0,2,1,3,0,0,0.27,0.29,0.73,1.0,0.79,1.0,0.67,0.5,0.33,0.83,Decision - Unanimous,3 Rnd (5-5-5),Steve Mazzagatti,2010-01-02,"Las Vegas, Nevada, USA",Lightweight Bout,Sam Stout,175.26,70.31,177.8,2,177.8,70.31,180.34,2,25,25,5,3,1,4,3,0,1113,800,164,73,6,13,1068
3890,Jim Miller,Duane Ludwig,1,0,0.26,0.07,0.39,0.11,0.0,0.0,1,0,2,0,0,0,0.16,0.08,0.5,0.0,1.0,0.0,0.0,0.0,0.5,0.0,Submission,3 Rnd (5-5-5),Mario Yamasaki,2010-01-02,"Las Vegas, Nevada, USA",Lightweight Bout,Jim Miller,172.72,70.31,180.34,4,177.8,77.11,177.8,2,26,31,2,4,0,1,4,0,571,477,121,73,6,13,550
3891,Junior Dos Santos,Gilbert Yvel,1,0,0.42,0.16,0.46,0.17,0.0,0.0,0,0,0,0,0,0,0.38,0.2,0.57,0.0,0.5,0.0,0.0,0.0,0.57,0.0,KO/TKO,3 Rnd (5-5-5),Herb Dean,2010-01-02,"Las Vegas, Nevada, USA",Heavyweight Bout,Junior Dos Santos,193.04,107.95,195.58,2,187.96,102.06,195.58,2,25,33,0,3,0,0,1,0,666,600,63,73,4,13,636
3892,Martin Kampmann,Jacob Volkmann,1,0,0.41,0.36,0.55,0.37,0.0,0.0,1,0,1,0,0,0,0.41,0.34,0.0,1.0,0.0,0.0,0.0,1.0,0.54,0.0,Submission,3 Rnd (5-5-5),Yves Lavigne,2010-01-02,"Las Vegas, Nevada, USA",Welterweight Bout,Martin Kampmann,182.88,77.11,182.88,2,175.26,70.31,180.34,4,27,29,0,6,1,2,4,0,836,681,189,73,106,13,797
3893,Cole Miller,Dan Lauzon,0,1,0.44,0.41,0.49,0.48,0.0,1.0,1,0,0,1,0,0,0.4,0.38,1.0,0.67,0.5,0.0,0.67,0.5,0.0,0.0,Submission,3 Rnd (5-5-5),Steve Mazzagatti,2010-01-02,"Las Vegas, Nevada, USA",Lightweight Bout,Cole Miller,185.42,65.77,187.96,2,177.8,77.11,182.88,2,25,21,0,4,1,2,4,0,238,369,164,73,6,13,223
3894,Mark Munoz,Ryan Jensen,0,0,0.57,0.56,0.56,0.59,1.0,0.0,0,1,2,0,0,0,0.42,0.45,0.89,0.5,0.0,1.0,0.0,0.5,0.7,0.0,KO/TKO,3 Rnd (5-5-5),Mario Yamasaki,2010-01-02,"Las Vegas, Nevada, USA",Middleweight Bout,Mark Munoz,182.88,83.91,182.88,2,185.42,83.91,193.04,2,31,32,1,1,3,1,1,0,830,1455,121,73,7,13,791
3895,Jake Ellenberger,Mike Pyle,1,0,0.38,0.62,0.54,0.85,1.0,0.0,0,1,2,0,0,0,0.35,0.5,1.0,1.0,0.0,1.0,0.6,1.0,0.38,1.0,KO/TKO,3 Rnd (5-5-5),Yves Lavigne,2010-01-02,"Las Vegas, Nevada, USA",Welterweight Bout,Jake Ellenberger,175.26,77.11,180.34,2,182.88,77.11,187.96,2,24,34,1,0,1,1,1,0,505,1190,189,73,106,13,491
3896,Rafaello Oliveira,John Gunderson,0,0,0.46,0.03,0.66,0.4,0.85,1.0,4,4,13,0,1,0,0.47,0.03,0.0,0.0,0.5,0.0,0.0,0.0,0.64,0.25,Decision - Unanimous,3 Rnd (5-5-5),Herb Dean,2010-01-02,"Las Vegas, Nevada, USA",Lightweight Bout,Rafaello Oliveira,172.72,70.31,180.34,2,175.26,70.31,175.26,2,27,30,0,0,0,1,3,0,1012,822,63,73,6,13,974
3898,Frank Mir,Cheick Kongo,1,0,0.4,0.0,0.4,0.0,0.0,0.0,1,0,0,0,0,0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,Submission,3 Rnd (5-5-5),Herb Dean,2009-12-12,"Memphis, Tennessee, USA",Heavyweight Bout,Frank Mir,190.5,119.75,200.66,4,193.04,108.86,208.28,2,30,34,7,10,3,4,4,0,411,269,63,84,4,13,392
3899,Jon Fitch,Mike Pierce,0,0,0.33,0.31,0.49,0.43,0.4,0.5,0,0,1,0,0,0,0.27,0.23,0.67,0.71,0.6,0.8,0.43,0.62,0.67,0.0,Decision - Unanimous,3 Rnd (5-5-5),Mario Yamasaki,2009-12-12,"Memphis, Tennessee, USA",Welterweight Bout,Jon Fitch,182.88,77.11,193.04,2,172.72,77.11,177.8,2,31,29,1,10,0,1,3,0,616,1189,121,84,106,13,592
3900,Kenny Florian,Clay Guida,1,0,0.28,0.18,0.42,0.2,0.5,0.0,1,0,2,0,0,0,0.27,0.13,0.5,0.0,0.0,0.6,0.62,0.29,1.0,0.25,Submission,3 Rnd (5-5-5),Mario Yamasaki,2009-12-12,"Memphis, Tennessee, USA",Lightweight Bout,Kenny Florian,177.8,65.77,187.96,4,170.18,70.31,177.8,2,33,28,5,9,4,3,4,0,712,311,121,84,6,13,674
3901,Stefan Struve,Paul Buentello,0,1,0.46,0.41,0.58,0.44,1.0,0.0,2,0,1,0,0,1,0.29,0.36,0.77,0.82,0.91,0.0,0.46,0.35,0.5,0.86,Decision - Majority,3 Rnd (5-5-5),Dan Miragliotta,2009-12-12,"Memphis, Tennessee, USA",Heavyweight Bout,Stefan Struve,210.82,120.2,213.36,2,187.96,111.13,195.58,2,21,35,3,2,1,1,7,0,1162,1292,31,84,4,13,1122
3902,Alan Belcher,Wilson Gouveia,1,0,0.37,0.32,0.41,0.33,0.0,0.0,0,0,0,0,0,0,0.36,0.31,0.67,0.0,0.0,1.0,0.4,0.0,0.5,0.0,KO/TKO,3 Rnd (5-5-5),Herb Dean,2009-12-12,"Memphis, Tennessee, USA",Catch Weight Bout,Alan Belcher,187.96,83.91,185.42,2,185.42,83.91,193.04,2,25,31,6,5,3,4,1,0,16,1714,63,84,1,13,17
3903,Matt Wiman,Shane Nelson,0,0,0.42,0.23,0.5,0.39,0.4,0.14,0,3,2,0,0,0,0.38,0.17,0.67,0.45,0.59,0.6,0.56,0.09,0.4,1.0,Decision - Unanimous,3 Rnd (5-5-5),Mario Yamasaki,2009-12-12,"Memphis, Tennessee, USA",Lightweight Bout,Matt Wiman,177.8,70.31,172.72,2,175.26,70.31,177.8,4,26,25,2,4,1,3,3,0,855,1521,121,84,6,13,818
3904,Johny Hendricks,Ricardo Funch,0,0,0.59,0.61,0.74,0.72,0.5,0.16,4,0,6,0,0,0,0.55,0.46,0.67,0.67,0.88,1.0,0.71,0.67,0.75,0.0,Decision - Unanimous,3 Rnd (5-5-5),Dan Miragliotta,2009-12-12,"Memphis, Tennessee, USA",Welterweight Bout,Johny Hendricks,175.26,83.91,175.26,4,177.8,77.11,193.04,4,26,29,0,1,0,0,3,0,615,1369,31,84,106,13,590
3905,Rousimar Palhares,Lucio Linhares,0,0,0.42,0.29,0.66,0.61,0.5,1.0,3,2,0,1,3,0,0.38,0.32,1.0,0.0,0.0,0.0,0.0,0.0,0.44,0.42,Submission,3 Rnd (5-5-5),Greg Franklin,2009-12-12,"Memphis, Tennessee, USA",Middleweight Bout,Rousimar Palhares,172.72,77.11,180.34,2,187.96,83.91,192.66,2,29,36,0,2,0,1,4,0,1086,1038,61,84,7,13,1045
3906,DaMarques Johnson,Edgar Garcia,0,0,0.27,0.35,0.28,0.46,0.0,0.5,1,1,0,2,0,0,0.19,0.35,0.75,0.33,1.0,0.5,0.4,0.43,0.0,0.62,Submission,3 Rnd (5-5-5),Herb Dean,2009-12-12,"Memphis, Tennessee, USA",Welterweight Bout,DaMarques Johnson,185.42,77.11,190.5,2,177.8,77.11,180.34,2,27,25,0,0,1,1,4,0,258,496,63,84,106,13,243
3907,TJ Grant,Kevin Burns,1,1,0.7,0.37,0.73,0.48,0.33,0.0,0,0,3,0,0,0,0.48,0.33,0.89,0.0,1.0,0.75,0.8,0.6,0.67,0.62,KO/TKO,3 Rnd (5-5-5),Greg Franklin,2009-12-12,"Memphis, Tennessee, USA",Welterweight Bout,TJ Grant,177.8,70.31,182.88,2,177.8,77.11,187.96,2,25,29,2,1,2,1,1,0,1180,964,61,84,106,13,1136
3908,Roy Nelson,Brendan Schaub,1,0,0.22,0.25,0.25,0.28,0.5,0.0,0,0,2,0,0,0,0.23,0.27,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,KO/TKO,3 Rnd (5-5-5),Herb Dean,2009-12-05,"Las Vegas, Nevada, USA",Ultimate Fighter 10 Heavyweight Tournament Title Bout,Roy Nelson,182.88,119.29,182.88,2,193.04,111.13,198.12,2,33,26,0,0,0,0,1,0,1088,198,63,73,51,13,1047
3909,Matt Hamill,Jon Jones,0,0,0.29,0.5,0.37,0.52,0.0,1.0,0,0,0,2,0,0,0.18,0.43,0.0,0.88,0.5,1.0,0.0,1.0,0.0,0.54,DQ,3 Rnd (5-5-5),Steve Mazzagatti,2009-12-05,"Las Vegas, Nevada, USA",Light Heavyweight Bout,Matt Hamill,185.42,92.99,193.04,2,193.04,92.99,213.36,2,33,22,3,6,0,2,8,0,846,848,164,73,5,13,809
3910,Kevin Ferguson,Houston Alexander,0,0,0.4,0.54,0.47,0.62,1.0,0.0,1,0,5,0,0,0,0.37,0.31,1.0,0.0,0.0,0.73,0.44,0.12,1.0,0.67,Decision - Unanimous,3 Rnd (5-5-5),Josh Rosenthal,2009-12-05,"Las Vegas, Nevada, USA",Catch Weight Bout,Kevin Ferguson,187.96,102.06,192.66,2,182.88,92.99,182.88,2,35,37,2,0,3,0,3,0,716,643,93,73,1,13,680
3911,Frankie Edgar,Matt Veach,0,0,0.4,0.16,0.5,0.17,0.0,0.33,1,0,1,0,0,0,0.39,0.13,0.5,1.0,0.5,0.0,0.4,0.29,0.67,0.0,Submission,3 Rnd (5-5-5),Herb Dean,2009-12-05,"Las Vegas, Nevada, USA",Lightweight Bout,Frankie Edgar,167.64,65.77,172.72,2,170.18,77.11,174.43,2,28,28,1,5,0,1,4,0,414,1143,63,73,6,13,395
3912,Matt Mitrione,Marcus Jones,1,0,0.41,0.52,0.46,0.53,0.0,0.75,0,1,0,2,0,0,0.24,0.43,1.0,0.5,0.8,1.0,0.6,0.8,0.75,0.0,KO/TKO,3 Rnd (5-5-5),Steve Mazzagatti,2009-12-05,"Las Vegas, Nevada, USA",Heavyweight Bout,Matt Mitrione,190.5,120.2,200.66,3,198.12,120.2,203.07,2,31,36,0,0,0,0,1,0,849,1092,164,73,4,13,813
3913,James McSweeney,Darrill Schoonover,0,0,0.61,0.33,0.74,0.46,0.5,0.0,2,1,8,2,2,1,0.53,0.37,0.93,0.22,0.8,0.25,0.67,0.64,0.67,1.0,KO/TKO,3 Rnd (5-5-5),Josh Rosenthal,2009-12-05,"Las Vegas, Nevada, USA",Heavyweight Bout,James McSweeney,193.04,104.33,195.58,3,187.96,116.57,208.28,2,29,24,0,0,0,0,1,0,516,402,93,73,4,13,501
3914,Jon Madsen,Justin Wren,0,0,0.26,0.1,0.26,0.11,0.0,0.0,0,0,0,0,0,0,0.22,0.04,0.86,0.53,0.0,1.0,0.6,0.42,0.0,0.0,Decision - Split,3 Rnd (5-5-5),Herb Dean,2009-12-05,"Las Vegas, Nevada, USA",Heavyweight Bout,Jon Madsen,182.88,108.86,182.88,2,190.5,120.2,195.26,2,29,22,0,0,0,0,5,0,620,925,63,73,4,13,596
3915,Brian Stann,Rodney Wallace,0,0,0.53,0.42,0.75,0.58,0.0,0.46,0,2,1,3,0,0,0.36,0.33,0.6,0.75,1.0,0.0,0.73,0.45,0.55,0.8,Decision - Unanimous,3 Rnd (5-5-5),Steve Mazzagatti,2009-12-05,"Las Vegas, Nevada, USA",Light Heavyweight Bout,Brian Stann,185.42,92.99,187.96,2,175.26,92.99,182.88,3,29,28,0,1,0,1,3,0,154,1405,164,73,5,13,144
3916,John Howard,Dennis Hallman,1,0,0.63,0.33,0.79,0.67,0.66,0.5,0,2,2,4,0,2,0.5,0.14,1.0,0.75,0.75,0.0,0.0,1.0,0.7,0.67,KO/TKO,3 Rnd (5-5-5),Josh Rosenthal,2009-12-05,"Las Vegas, Nevada, USA",Welterweight Bout,John Howard,170.18,77.11,180.34,2,175.26,70.31,182.88,2,26,34,1,2,3,0,1,0,602,435,93,73,106,13,578
3917,Mark Bocek,Joe Brammer,0,0,0.37,0.15,0.58,0.24,1.0,0.0,1,0,1,0,0,0,0.09,0.0,1.0,0.0,1.0,1.0,0.83,0.0,0.0,0.0,Submission,3 Rnd (5-5-5),Herb Dean,2009-12-05,"Las Vegas, Nevada, USA",Lightweight Bout,Mark Bocek,172.72,70.31,190.5,2,172.72,70.76,177.04,2,28,26,0,3,0,2,4,0,820,793,63,73,6,13,781
3918,Forrest Griffin,Tito Ortiz,0,0,0.33,0.32,0.39,0.51,0.0,0.33,0,0,1,1,1,0,0.26,0.3,0.65,1.0,0.79,0.5,0.56,1.0,0.75,0.5,Decision - Split,3 Rnd (5-5-5),Josh Rosenthal,2009-11-21,"Las Vegas, Nevada, USA",Light Heavyweight Bout,Forrest Griffin,190.5,92.99,195.58,2,190.5,92.99,187.96,2,30,34,14,7,7,4,5,0,402,1625,93,73,5,13,382
3919,Josh Koscheck,Anthony Johnson,0,0,0.35,0.22,0.54,0.23,0.5,0.0,1,0,3,0,0,0,0.34,0.16,0.4,0.0,0.5,0.7,0.0,0.0,0.6,0.5,Submission,3 Rnd (5-5-5),Mario Yamasaki,2009-11-21,"Las Vegas, Nevada, USA",Welterweight Bout,Josh Koscheck,177.8,77.11,185.42,2,187.96,92.99,198.12,2,31,25,5,11,2,4,4,0,646,111,121,73,106,13,619
